transaction_id,transaction_type,network_provider,district,hour_of_day,amount_ugx,sender_age,account_age_days,prev_txn_count_30d,failed_pin_attempts,is_new_recipient,same_network,device_change,is_weekend,is_night,is_fraud
TXN000078,Mobile Money Transfer,MTN MoMo,Mukono,17,62897,61,519,13,0,0,1,0,1,0,0
TXN000079,SACCO Withdrawal,MTN MoMo,Gulu,16,12127,37,2071,11,0,1,1,0,0,0,0
TXN000080,Mobile Money Transfer,SACCO Account,Wakiso,9,74870,71,162,9,3,0,1,0,0,0,0
TXN000081,Loan Repayment,Airtel Money,Wakiso,11,166266,72,2677,6,0,0,1,0,0,0,0
TXN000082,SACCO Deposit,SACCO Account,Fort Portal,13,95201,38,2554,7,0,0,1,0,0,0,0
TXN000083,SACCO Withdrawal,MTN MoMo,Wakiso,11,26553,27,882,7,0,0,1,0,0,0,0
TXN000084,Mobile Money Transfer,Airtel Money,Kampala,17,19031,47,1045,9,0,0,1,1,0,0,0
TXN000085,SACCO Withdrawal,Airtel Money,Kampala,11,38619,41,1788,5,0,0,1,0,1,0,0
TXN000086,SACCO Withdrawal,Airtel Money,Mukono,8,170481,65,1862,8,0,0,1,1,1,0,0
TXN000087,Mobile Money Deposit,MTN MoMo,Jinja,12,247148,72,3536,11,0,0,1,0,0,0,0
TXN000088,SACCO Deposit,MTN MoMo,Kampala,22,21795,57,483,7,0,0,1,0,1,1,0
TXN000089,Loan Repayment,Airtel Money,Mbarara,9,135719,69,1526,8,0,0,1,0,0,0,0
TXN000090,SACCO Withdrawal,MTN MoMo,Kampala,14,398423,57,1967,4,0,0,1,0,0,0,0
TXN000091,Mobile Money Transfer,Airtel Money,Wakiso,12,38423,55,2357,10,0,0,0,0,1,0,0
TXN000092,Mobile Money Deposit,SACCO Account,Jinja,5,153026,20,874,8,1,0,0,0,1,1,0
TXN000093,Mobile Money Deposit,MTN MoMo,Wakiso,13,91598,46,1577,8,0,0,1,0,0,0,0
TXN000094,SACCO Deposit,SACCO Account,Gulu,16,76660,25,2251,10,0,1,0,0,0,0,0
TXN000095,Mobile Money Deposit,MTN MoMo,Kampala,13,134787,46,3488,9,0,1,1,1,0,0,0
TXN000096,SACCO Withdrawal,Airtel Money,Jinja,19,103211,72,2688,6,1,0,1,0,0,0,0
TXN000097,SACCO Deposit,SACCO Account,Kampala,10,54250,27,142,13,0,0,1,0,1,0,0
TXN000098,SACCO Withdrawal,MTN MoMo,Lira,6,1031924,22,1880,13,0,0,1,0,0,0,0
TXN000099,Mobile Money Transfer,MTN MoMo,Kampala,20,166072,28,1004,11,0,0,0,0,1,0,0
TXN000100,Mobile Money Transfer,MTN MoMo,Lira,11,4058,21,2663,8,0,0,1,1,0,0,0
TXN000101,Mobile Money Transfer,MTN MoMo,Wakiso,14,94068,66,2155,6,0,1,1,1,1,0,0
TXN000102,SACCO Deposit,Airtel Money,Jinja,17,8912,52,2015,5,0,0,1,0,0,0,0
TXN000103,SACCO Withdrawal,SACCO Account,Wakiso,10,1942466,67,529,5,0,0,1,1,0,0,0
TXN000104,SACCO Deposit,MTN MoMo,Arua,16,123321,57,3609,7,0,0,1,0,0,0,0
TXN000105,Loan Repayment,MTN MoMo,Kampala,8,301699,73,2624,8,0,0,0,0,1,0,0
TXN000106,Mobile Money Transfer,MTN MoMo,Kampala,10,321588,29,969,7,0,0,1,0,0,0,0
TXN000107,SACCO Withdrawal,Airtel Money,Mukono,8,711338,38,1773,9,0,1,1,0,0,0,0
TXN000108,Mobile Money Deposit,MTN MoMo,Kampala,18,81478,33,2736,7,0,0,0,0,1,0,0
TXN000109,Mobile Money Transfer,Airtel Money,Kampala,9,131203,31,2339,7,0,0,1,0,0,0,0
TXN000110,Mobile Money Transfer,Airtel Money,Arua,16,23862,38,805,10,0,0,1,0,0,0,0
TXN000111,Mobile Money Transfer,Airtel Money,Fort Portal,21,217502,65,1335,5,0,0,1,1,0,0,0
TXN000112,Mobile Money Transfer,MTN MoMo,Wakiso,13,204525,44,668,8,0,0,0,0,0,0,0
TXN000113,Loan Repayment,Airtel Money,Arua,13,350485,53,385,9,0,0,0,0,1,0,0
TXN000114,Mobile Money Deposit,MTN MoMo,Mukono,12,1278,18,3125,11,2,0,1,0,0,0,0
TXN000115,SACCO Deposit,MTN MoMo,Kampala,10,36633,18,1609,9,2,0,1,0,0,0,0
TXN000116,Loan Repayment,SACCO Account,Mbarara,13,263332,39,3255,8,0,0,1,0,0,0,0
TXN000117,Mobile Money Deposit,Airtel Money,Mbarara,14,166563,32,3441,8,0,0,1,0,0,0,0
TXN000118,Mobile Money Transfer,MTN MoMo,Fort Portal,22,337200,69,2749,5,0,0,0,0,0,1,0
TXN000119,Loan Repayment,MTN MoMo,Kampala,20,8832,37,13,6,0,1,1,0,0,0,1
TXN000120,SACCO Deposit,MTN MoMo,Mbarara,19,136309,20,3631,10,0,0,1,0,1,0,0
TXN000121,Mobile Money Deposit,MTN MoMo,Kampala,19,126263,31,3008,14,0,1,1,0,1,0,0
TXN000122,Loan Repayment,MTN MoMo,Kampala,12,5449,26,2208,7,0,0,1,0,0,0,0
TXN000123,SACCO Withdrawal,MTN MoMo,Kampala,15,451895,36,1308,8,0,0,1,0,1,0,0
TXN000124,Mobile Money Transfer,Airtel Money,Fort Portal,19,141057,57,2613,9,0,0,0,0,0,0,0
TXN000125,Mobile Money Transfer,Airtel Money,Mbale,11,31848,51,3359,5,0,0,0,0,0,0,0
TXN000126,SACCO Withdrawal,Airtel Money,Mbale,21,1282910,21,2056,16,0,0,0,0,0,0,0
TXN000127,Mobile Money Deposit,Airtel Money,Mukono,12,153392,50,72,12,0,1,1,1,1,0,1
TXN000128,Loan Repayment,MTN MoMo,Wakiso,14,94752,60,2940,7,0,0,1,0,0,0,0
TXN000129,Mobile Money Transfer,SACCO Account,Kampala,16,292804,54,2146,13,0,0,1,0,1,0,0
TXN000130,SACCO Deposit,SACCO Account,Kampala,21,62870,19,2135,6,0,0,0,0,1,0,0
TXN000131,SACCO Withdrawal,SACCO Account,Wakiso,9,475170,44,1866,9,0,0,1,0,0,0,0
TXN000132,Mobile Money Transfer,SACCO Account,Jinja,17,628621,62,101,6,1,1,1,0,0,0,0
TXN000133,Mobile Money Transfer,SACCO Account,Mukono,13,363097,34,281,3,0,0,1,0,0,0,0
TXN000134,SACCO Withdrawal,Airtel Money,Kampala,10,60268,66,883,11,0,1,0,0,1,0,0
TXN000135,Bill Payment,MTN MoMo,Kampala,17,220927,67,1313,5,0,0,0,0,1,0,0
TXN000136,SACCO Withdrawal,Airtel Money,Kampala,14,213604,70,2797,6,0,1,1,0,1,0,0
TXN000137,SACCO Deposit,Airtel Money,Wakiso,15,4180,48,2244,8,0,1,1,0,0,0,0
TXN000138,Mobile Money Deposit,Airtel Money,Arua,10,47968,58,2439,12,0,1,1,0,1,0,0
TXN000139,SACCO Withdrawal,Airtel Money,Mbarara,13,54118,23,609,5,0,0,0,0,0,0,0
TXN000140,Bill Payment,MTN MoMo,Mbale,15,256653,69,450,6,0,1,0,1,1,0,0
TXN000141,Bill Payment,MTN MoMo,Mukono,12,186027,48,3440,9,1,0,1,0,0,0,1
TXN000142,Mobile Money Transfer,SACCO Account,Wakiso,9,599388,20,3502,12,0,0,1,0,1,0,0
TXN000143,SACCO Withdrawal,Airtel Money,Kampala,21,554612,57,3168,6,0,0,0,0,0,0,0
TXN000144,SACCO Withdrawal,Airtel Money,Lira,13,96292,20,1285,8,0,0,1,1,1,0,0
TXN000145,Mobile Money Transfer,MTN MoMo,Mbale,16,180061,50,1536,6,2,0,1,0,0,0,0
TXN000146,Mobile Money Transfer,MTN MoMo,Kampala,12,1128332,69,121,7,0,1,1,0,0,0,1
TXN000147,SACCO Deposit,SACCO Account,Mukono,11,185755,30,3438,4,0,0,1,0,0,0,0
TXN000148,SACCO Deposit,Airtel Money,Mukono,12,215122,38,2380,13,0,0,0,0,0,0,0
TXN000149,Mobile Money Transfer,SACCO Account,Gulu,12,417979,54,1076,6,2,0,1,1,0,0,1
TXN000150,Mobile Money Transfer,Airtel Money,Arua,14,18097,33,3468,10,0,0,0,1,1,0,0
TXN000151,Loan Repayment,Airtel Money,Gulu,14,183007,38,318,11,0,0,1,1,0,0,0
TXN000152,Mobile Money Transfer,MTN MoMo,Mukono,13,285376,73,2723,11,0,0,1,0,1,0,0
TXN000153,Mobile Money Transfer,Airtel Money,Kampala,8,463107,65,702,9,1,0,1,1,1,0,0
TXN000154,SACCO Withdrawal,MTN MoMo,Kampala,13,559497,73,3349,8,0,1,1,0,1,0,0
TXN000155,Bill Payment,MTN MoMo,Kampala,8,105155,61,3266,6,0,0,1,0,0,0,0
TXN000156,Mobile Money Transfer,Airtel Money,Kampala,8,171175,30,2741,8,3,0,0,0,1,0,0
TXN000157,SACCO Deposit,SACCO Account,Jinja,20,42647,21,1017,6,0,0,1,0,0,0,0
TXN000158,Mobile Money Deposit,MTN MoMo,Jinja,14,137621,48,21,6,0,0,1,0,1,0,0
TXN000159,Mobile Money Transfer,SACCO Account,Kampala,15,44676,26,2447,5,0,1,0,0,0,0,0
TXN000160,Mobile Money Deposit,MTN MoMo,Mbale,12,60848,65,1739,7,0,1,1,0,0,0,0
TXN000161,SACCO Withdrawal,MTN MoMo,Kampala,20,236460,50,2250,6,0,0,0,0,0,0,0
TXN000162,SACCO Deposit,MTN MoMo,Wakiso,15,112995,54,2514,5,0,0,0,0,0,0,0
TXN000163,SACCO Deposit,MTN MoMo,Kampala,17,89503,70,3223,6,0,0,1,0,0,0,0
TXN000164,SACCO Deposit,Airtel Money,Wakiso,11,101944,54,896,8,0,0,1,0,0,0,0
TXN000165,Mobile Money Transfer,MTN MoMo,Kampala,21,53199,41,1183,9,0,0,0,0,0,0,0
TXN000166,Loan Repayment,Airtel Money,Mukono,18,25968,42,2358,9,0,0,0,0,0,0,0
TXN000167,SACCO Withdrawal,SACCO Account,Wakiso,19,986119,68,2552,9,1,0,0,0,1,0,0
TXN000168,Mobile Money Transfer,MTN MoMo,Fort Portal,8,32719,58,2074,9,0,1,1,0,0,0,0
TXN000169,Mobile Money Transfer,SACCO Account,Kampala,10,130821,46,66,5,0,1,1,0,0,0,0
TXN000170,SACCO Deposit,MTN MoMo,Kampala,10,231348,57,263,7,1,0,1,1,0,0,1
TXN000171,SACCO Deposit,Airtel Money,Kampala,10,27814,68,472,10,0,0,0,0,0,0,0
TXN000172,Mobile Money Transfer,MTN MoMo,Gulu,19,17237,67,2215,8,0,1,0,0,0,0,0
TXN000173,SACCO Deposit,MTN MoMo,Kampala,3,207519,64,2848,7,0,0,0,0,0,1,0
TXN000174,Mobile Money Transfer,MTN MoMo,Mbale,6,54611,53,3226,9,0,1,1,0,0,0,0
TXN000175,SACCO Deposit,MTN MoMo,Mukono,10,453927,32,343,9,0,0,1,1,0,0,0
TXN000176,Mobile Money Transfer,MTN MoMo,Mukono,9,187931,62,718,7,0,0,1,1,0,0,0
TXN000177,Mobile Money Deposit,Airtel Money,Gulu,9,59347,35,2461,6,0,0,1,0,0,0,0
TXN000178,SACCO Withdrawal,SACCO Account,Kampala,18,465105,37,3256,7,0,1,1,0,0,0,0
TXN000179,Bill Payment,SACCO Account,Kampala,14,111256,22,1695,10,0,1,1,1,0,0,1
TXN000180,Mobile Money Transfer,Airtel Money,Wakiso,0,12368,35,3266,6,0,0,1,0,0,1,0
TXN000181,SACCO Withdrawal,MTN MoMo,Gulu,12,162811,57,3074,9,1,0,1,0,0,0,0
TXN000182,Mobile Money Transfer,MTN MoMo,Kampala,12,29012,18,1239,9,0,0,1,0,0,0,0
TXN000183,Loan Repayment,MTN MoMo,Kampala,7,223564,36,2735,3,0,0,1,1,0,0,0
TXN000184,Loan Repayment,MTN MoMo,Fort Portal,16,108188,40,2845,7,0,1,1,0,0,0,0
TXN000185,Mobile Money Transfer,Airtel Money,Kampala,16,1594,43,2026,10,0,0,1,0,0,0,0
TXN000186,SACCO Deposit,Airtel Money,Mbale,16,167906,66,2531,5,0,1,0,0,1,0,0
TXN000187,Mobile Money Deposit,MTN MoMo,Mbale,16,82666,46,3633,9,0,1,1,0,0,0,0
TXN000188,SACCO Deposit,MTN MoMo,Kampala,0,107264,51,1056,7,0,0,1,0,0,1,0
TXN000189,SACCO Deposit,SACCO Account,Kampala,21,36142,36,15,4,0,1,1,0,0,0,1
TXN000190,Mobile Money Transfer,SACCO Account,Kampala,18,120371,65,3390,7,0,0,0,0,0,0,0
TXN000191,Mobile Money Transfer,MTN MoMo,Mbarara,20,580584,35,1870,7,0,0,1,0,0,0,0
TXN000192,Loan Repayment,SACCO Account,Mbarara,1,11442,19,3315,9,0,0,1,0,1,1,0
TXN000193,Loan Repayment,SACCO Account,Mbale,20,50094,44,17,4,0,0,1,0,1,0,0
TXN000194,SACCO Deposit,MTN MoMo,Arua,18,41758,23,2582,7,0,0,1,1,0,0,0
TXN000195,SACCO Withdrawal,MTN MoMo,Mbarara,18,186397,56,1780,10,0,1,1,0,0,0,0
TXN000196,SACCO Withdrawal,Airtel Money,Kampala,7,298628,23,1950,6,0,1,0,0,0,0,0
TXN000197,Mobile Money Deposit,SACCO Account,Kampala,17,255653,23,81,5,0,0,0,0,0,0,0
TXN000198,Loan Repayment,SACCO Account,Mbale,21,366034,48,2704,7,1,0,1,0,0,0,0
TXN000199,Loan Repayment,MTN MoMo,Kampala,16,33887,58,2484,7,1,0,1,0,1,0,0
TXN000200,Mobile Money Deposit,MTN MoMo,Kampala,14,117444,57,3080,11,0,0,1,0,0,0,0
TXN000201,SACCO Deposit,Airtel Money,Mbarara,21,151961,47,1019,10,0,0,1,0,0,0,0
TXN000202,Mobile Money Transfer,Airtel Money,Wakiso,12,110668,73,2727,5,0,0,0,0,0,0,0
TXN000203,Mobile Money Transfer,MTN MoMo,Arua,14,85394,71,3359,3,0,1,1,0,0,0,0
TXN000204,Loan Repayment,SACCO Account,Mbarara,13,31974,38,780,1,1,0,1,0,0,0,0
TXN000205,SACCO Deposit,Airtel Money,Kampala,20,100479,58,1825,5,0,0,0,0,1,0,0
TXN000206,Mobile Money Transfer,SACCO Account,Arua,6,76928,61,2234,6,0,0,0,0,1,0,0
TXN000207,Mobile Money Transfer,SACCO Account,Kampala,13,238125,35,3596,6,0,1,0,0,1,0,0
TXN000208,SACCO Deposit,Airtel Money,Wakiso,16,216337,40,2470,13,0,0,1,0,1,0,0
TXN000209,Mobile Money Transfer,MTN MoMo,Wakiso,17,21580,55,2514,6,0,0,0,0,1,0,0
TXN000210,Mobile Money Transfer,Airtel Money,Kampala,14,13903,40,2131,11,2,0,0,0,0,0,1
TXN000211,SACCO Deposit,MTN MoMo,Mukono,20,358146,45,2615,7,0,0,1,1,1,0,0
TXN000212,Mobile Money Deposit,Airtel Money,Kampala,21,115022,53,2691,11,0,0,0,0,0,0,0
TXN000213,SACCO Deposit,MTN MoMo,Wakiso,5,292579,42,3555,11,0,0,1,1,0,1,0
TXN000214,Mobile Money Transfer,Airtel Money,Wakiso,12,8987,24,325,6,0,0,1,0,0,0,0
TXN000215,Mobile Money Deposit,MTN MoMo,Jinja,2,112145,35,3491,5,0,0,1,0,0,1,0
TXN000216,Mobile Money Transfer,MTN MoMo,Mbale,11,116292,37,2099,11,1,0,0,0,0,0,0
TXN000217,SACCO Withdrawal,MTN MoMo,Kampala,13,337792,22,1051,4,0,1,1,0,0,0,0
TXN000218,Mobile Money Deposit,MTN MoMo,Wakiso,20,15406,35,677,10,0,0,0,0,1,0,0
TXN000219,SACCO Deposit,Airtel Money,Wakiso,18,41253,59,2030,8,0,0,0,0,0,0,0
TXN000220,Loan Repayment,Airtel Money,Kampala,8,78267,57,3029,9,0,0,1,0,0,0,0
TXN000221,SACCO Deposit,Airtel Money,Mbale,7,301310,50,2012,4,0,0,1,0,0,0,0
TXN000222,SACCO Deposit,MTN MoMo,Mbarara,14,419246,32,793,8,0,0,1,0,0,0,0
TXN000223,Mobile Money Transfer,MTN MoMo,Kampala,13,738489,52,3617,6,0,0,1,0,0,0,0
TXN000224,SACCO Withdrawal,MTN MoMo,Wakiso,10,332040,64,3134,8,1,0,1,0,0,0,0
TXN000225,Mobile Money Transfer,MTN MoMo,Kampala,20,1000,63,2705,15,0,0,0,0,0,0,0
TXN000226,Mobile Money Transfer,SACCO Account,Gulu,20,7333,18,1195,7,0,0,1,0,1,0,0
TXN000227,Bill Payment,MTN MoMo,Kampala,12,23956,38,3358,10,0,0,1,0,1,0,0
TXN000228,SACCO Withdrawal,MTN MoMo,Fort Portal,19,42971,25,2165,10,0,0,1,0,0,0,0
TXN000229,Loan Repayment,MTN MoMo,Mbale,11,265721,24,3076,12,2,0,0,0,1,0,1
TXN000230,SACCO Deposit,MTN MoMo,Wakiso,17,334758,58,3138,9,0,1,1,1,0,0,0
TXN000231,Mobile Money Deposit,Airtel Money,Gulu,13,31023,67,3132,9,0,0,1,0,0,0,0
TXN000232,SACCO Deposit,Airtel Money,Arua,8,145005,61,905,5,0,0,1,0,0,0,0
TXN000233,SACCO Deposit,MTN MoMo,Gulu,20,373993,57,502,7,0,0,0,0,0,0,0
TXN000234,SACCO Withdrawal,MTN MoMo,Kampala,12,119208,57,799,16,0,0,1,0,0,0,0
TXN000235,Mobile Money Transfer,MTN MoMo,Wakiso,16,16396,47,2905,6,0,0,0,0,0,0,0
TXN000236,Mobile Money Deposit,MTN MoMo,Mbale,11,91822,55,3301,11,0,0,0,0,0,0,0
TXN000237,Mobile Money Transfer,MTN MoMo,Mbarara,1,70691,52,1124,15,1,1,1,0,0,1,0
TXN000238,Mobile Money Transfer,SACCO Account,Mbarara,7,129291,19,1143,13,0,1,1,0,0,0,0
TXN000239,SACCO Deposit,Airtel Money,Lira,13,86614,63,2117,9,0,0,1,0,1,0,0
TXN000240,Mobile Money Transfer,Airtel Money,Lira,16,2625,25,2712,7,0,0,1,0,0,0,0
TXN000241,Bill Payment,MTN MoMo,Arua,11,767343,55,2840,9,0,0,1,0,0,0,0
TXN000242,Bill Payment,MTN MoMo,Kampala,16,117638,21,221,10,0,0,1,1,0,0,0
TXN000243,Loan Repayment,Airtel Money,Mukono,16,96263,54,3058,6,0,0,0,0,0,0,0
TXN000244,SACCO Withdrawal,Airtel Money,Jinja,16,1310465,38,2271,10,0,0,1,0,0,0,0
TXN000245,Mobile Money Transfer,Airtel Money,Jinja,13,25416,30,2725,8,0,0,0,0,1,0,0
TXN000246,Loan Repayment,MTN MoMo,Gulu,20,31467,26,3576,4,0,1,1,0,0,0,0
TXN000247,SACCO Withdrawal,Airtel Money,Kampala,13,16868,62,2259,5,0,0,1,1,0,0,0
TXN000248,Bill Payment,MTN MoMo,Mbale,12,45334,46,931,10,0,0,0,0,0,0,0
TXN000249,Bill Payment,SACCO Account,Jinja,9,240837,58,3647,6,0,0,1,0,1,0,0
TXN000250,Loan Repayment,Airtel Money,Kampala,10,47522,73,886,12,0,0,1,0,0,0,0
TXN000251,Mobile Money Transfer,Airtel Money,Mukono,4,5063,41,2930,8,1,1,0,0,0,1,0
TXN000252,SACCO Withdrawal,MTN MoMo,Kampala,15,753786,33,262,11,0,0,0,0,0,0,0
TXN000253,Loan Repayment,Airtel Money,Wakiso,9,32852,29,2566,10,0,0,0,0,1,0,0
